<DATE>;<BALANCE>;<EQUITY>;<DEPOSIT LOAD>
2017.05.03 11:46;11805.00;11805.00;0.0000
2017.05.04 09:57;11754.00;11830.00;0.0000
2017.05.04 10:32;11754.00;11755.00;0.0000
2017.05.04 10:33;11754.00;11754.00;0.0000
2017.05.04 11:27;11696.00;11775.00;0.0000
2017.05.04 11:38;11696.00;11701.00;0.0000
2017.05.04 11:40;11696.00;11696.00;0.0000
2017.05.05 09:40;11712.00;11695.00;0.0000
2017.05.05 09:41;11712.00;11712.00;0.0000
2017.05.05 09:41;11712.00;11712.00;0.0000
2017.05.05 10:08;11662.00;11738.00;0.0000
2017.05.05 10:32;11662.00;11668.00;0.0000
2017.05.05 10:33;11662.00;11662.00;0.0000
2017.05.05 12:05;11681.00;11654.00;0.0000
2017.05.05 12:10;11681.00;11698.00;0.0000
2017.05.05 12:15;11681.00;11681.00;0.0000
2017.05.08 10:25;11728.00;11680.00;0.0000
2017.05.08 10:35;11728.00;11728.00;0.0000
2017.05.08 10:35;11728.00;11728.00;0.0000
2017.05.08 12:14;11787.00;11789.00;0.0000
2017.05.08 12:15;11787.00;11787.00;0.0000
2017.05.09 11:33;11737.00;11796.00;0.0000
2017.05.09 12:09;11737.00;11741.00;0.0000
2017.05.09 12:11;11737.00;11737.00;0.0000
2017.05.11 09:30;11773.00;11713.00;0.0000
2017.05.11 10:01;11773.00;11773.00;0.0000
2017.05.11 10:01;11773.00;11773.00;0.0000
2017.05.11 10:35;11835.00;11763.00;0.0000
2017.05.11 10:56;11835.00;11836.00;0.0000
2017.05.11 10:56;11835.00;11835.00;0.0000
2017.05.12 10:34;11785.00;11868.00;0.0000
2017.05.12 10:50;11785.00;11788.00;0.0000
2017.05.12 10:53;11785.00;11785.00;0.0000
2017.05.15 10:31;11861.00;11862.00;0.0000
2017.05.15 10:31;11861.00;11861.00;0.0000
2017.05.16 10:07;11905.00;11860.00;0.0000
2017.05.16 10:38;11905.00;11906.00;0.0000
2017.05.16 10:38;11905.00;11905.00;0.0000
2017.05.17 10:17;11831.00;11918.00;0.0000
2017.05.17 10:57;11831.00;11839.00;0.0000
2017.05.17 11:01;11831.00;11831.00;0.0000
2017.05.17 11:35;11780.00;11887.00;0.0000
2017.05.17 11:58;11780.00;11783.00;0.0000
2017.05.17 11:59;11780.00;11780.00;0.0000
2017.05.23 09:11;11862.00;11775.00;0.0000
2017.05.23 09:17;11862.00;11863.00;0.0000
2017.05.23 09:17;11862.00;11862.00;0.0000
2017.05.23 09:25;11950.00;11861.00;0.0000
2017.05.23 09:51;11950.00;11950.00;0.0000
2017.05.23 09:51;11950.00;11950.00;0.0000
2017.05.23 10:31;11900.00;11962.00;0.0000
2017.05.23 10:40;11900.00;11902.00;0.0000
2017.05.23 10:41;11900.00;11900.00;0.0000
2017.05.24 10:39;11950.00;11999.00;0.0000
2017.05.24 10:47;11950.00;11950.00;0.0000
2017.05.25 09:42;12029.00;11905.00;0.0000
2017.05.25 10:35;12029.00;12025.00;0.0000
2017.05.25 10:36;12029.00;12029.00;0.0000
2017.05.25 11:34;12153.00;12017.00;0.0000
2017.05.25 11:51;12153.00;12154.00;0.0000
2017.05.25 11:51;12153.00;12153.00;0.0000
2017.05.26 10:36;12095.00;12165.00;0.0000
2017.05.26 10:46;12095.00;12097.00;0.0000
2017.05.26 10:47;12095.00;12095.00;0.0000
2017.05.26 12:02;12112.00;12129.00;0.0000
2017.05.26 12:11;12112.00;12090.00;0.0000
2017.05.26 12:15;12112.00;12112.00;0.0000
2017.05.29 10:31;12163.00;12109.00;0.0000
2017.05.29 11:25;12163.00;12181.00;0.0000
2017.05.29 11:29;12163.00;12163.00;0.0000
2017.05.30 09:45;12205.00;12162.00;0.0000
2017.05.30 09:53;12205.00;12205.00;0.0000
2017.05.30 09:53;12205.00;12205.00;0.0000
2017.05.30 11:16;12201.00;12240.00;0.0000
2017.05.30 11:39;12201.00;12184.00;0.0000
2017.05.30 12:15;12201.00;12201.00;0.0000
2017.05.31 10:00;12150.00;12204.00;0.0000
2017.05.31 10:28;12150.00;12161.00;0.0000
2017.05.31 10:30;12150.00;12150.00;0.0000
2017.06.01 10:45;12081.00;12178.00;0.0000
2017.06.01 11:59;12081.00;12082.00;0.0000
2017.06.01 12:00;12081.00;12081.00;0.0000
2017.06.02 10:05;12146.00;12045.00;0.0000
2017.06.02 10:58;12146.00;12147.00;0.0000
